,act_fun,batch_size,dropout_frac,lr,n_epochs,neuron_layers,optimizer,patience,tol,weight_decay,F1,Acc
175,<function selu at 0x7f362d382d40>,256,0.7,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5573770491803278,0.8333333333333334
174,<function selu at 0x7f362d382d40>,256,0.7,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5573770491803278,0.8333333333333334
278,<function selu at 0x7f362d382d40>,256,0.75,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5573770491803278,0.8333333333333334
279,<function selu at 0x7f362d382d40>,256,0.75,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5573770491803278,0.8333333333333334
439,<function selu at 0x7f362d382d40>,128,0.7,0.001,200,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5507246376811594,0.808641975308642
143,<function selu at 0x7f362d382d40>,256,0.7,0.001,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.55,0.7777777777777778
79,<function selu at 0x7f362d382d40>,256,0.65,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5483870967741935,0.8271604938271605
90,<function selu at 0x7f362d382d40>,256,0.65,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5483870967741935,0.8271604938271605
287,<function selu at 0x7f362d382d40>,256,0.75,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5483870967741935,0.8271604938271605
91,<function selu at 0x7f362d382d40>,256,0.65,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5483870967741935,0.8271604938271605
564,<function selu at 0x7f362d382d40>,128,0.75,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5483870967741935,0.8271604938271605
565,<function selu at 0x7f362d382d40>,128,0.75,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5483870967741935,0.8271604938271605
286,<function selu at 0x7f362d382d40>,256,0.75,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5483870967741935,0.8271604938271605
78,<function selu at 0x7f362d382d40>,256,0.65,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5483870967741935,0.8271604938271605
423,<function selu at 0x7f362d382d40>,128,0.7,0.001,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.547945205479452,0.7962962962962963
59,<function selu at 0x7f362d382d40>,256,0.65,0.001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5454545454545454,0.8148148148148148
365,<function selu at 0x7f362d382d40>,128,0.65,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5423728813559322,0.8333333333333334
531,<function selu at 0x7f362d382d40>,128,0.75,0.001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5423728813559322,0.8333333333333334
364,<function selu at 0x7f362d382d40>,128,0.65,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5423728813559322,0.8333333333333334
458,<function selu at 0x7f362d382d40>,128,0.7,1e-05,150,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5396825396825397,0.8209876543209876
377,<function selu at 0x7f362d382d40>,128,0.65,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5396825396825397,0.8209876543209876
58,<function selu at 0x7f362d382d40>,256,0.65,0.001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5396825396825397,0.8209876543209876
357,<function selu at 0x7f362d382d40>,128,0.65,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5396825396825397,0.8209876543209876
571,<function selu at 0x7f362d382d40>,128,0.75,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5396825396825397,0.8209876543209876
570,<function selu at 0x7f362d382d40>,128,0.75,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5396825396825397,0.8209876543209876
362,<function selu at 0x7f362d382d40>,128,0.65,1e-05,150,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5396825396825397,0.8209876543209876
356,<function selu at 0x7f362d382d40>,128,0.65,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5396825396825397,0.8209876543209876
363,<function selu at 0x7f362d382d40>,128,0.65,1e-05,150,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5396825396825397,0.8209876543209876
461,<function selu at 0x7f362d382d40>,128,0.7,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5396825396825397,0.8209876543209876
467,<function selu at 0x7f362d382d40>,128,0.7,1e-05,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5396825396825397,0.8209876543209876
376,<function selu at 0x7f362d382d40>,128,0.65,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5396825396825397,0.8209876543209876
466,<function selu at 0x7f362d382d40>,128,0.7,1e-05,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5396825396825397,0.8209876543209876
459,<function selu at 0x7f362d382d40>,128,0.7,1e-05,150,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5396825396825397,0.8209876543209876
460,<function selu at 0x7f362d382d40>,128,0.7,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5396825396825397,0.8209876543209876
549,<function selu at 0x7f362d382d40>,128,0.75,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5373134328358209,0.808641975308642
548,<function selu at 0x7f362d382d40>,128,0.75,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5373134328358209,0.808641975308642
469,<function selu at 0x7f362d382d40>,128,0.7,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5333333333333333,0.8271604938271605
468,<function selu at 0x7f362d382d40>,128,0.7,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5333333333333333,0.8271604938271605
477,<function selu at 0x7f362d382d40>,128,0.7,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5333333333333333,0.8271604938271605
572,<function selu at 0x7f362d382d40>,128,0.75,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5333333333333333,0.8271604938271605
476,<function selu at 0x7f362d382d40>,128,0.7,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5333333333333333,0.8271604938271605
573,<function selu at 0x7f362d382d40>,128,0.75,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5333333333333333,0.8271604938271605
373,<function selu at 0x7f362d382d40>,128,0.65,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5333333333333333,0.8271604938271605
372,<function selu at 0x7f362d382d40>,128,0.65,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5333333333333333,0.8271604938271605
453,<function selu at 0x7f362d382d40>,128,0.7,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.53125,0.8148148148148148
71,<function selu at 0x7f362d382d40>,256,0.65,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.53125,0.8148148148148148
70,<function selu at 0x7f362d382d40>,256,0.65,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.53125,0.8148148148148148
193,<function selu at 0x7f362d382d40>,256,0.75,0.0001,100,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.53125,0.8148148148148148
452,<function selu at 0x7f362d382d40>,128,0.7,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.53125,0.8148148148148148
192,<function selu at 0x7f362d382d40>,256,0.75,0.0001,100,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.53125,0.8148148148148148
556,<function selu at 0x7f362d382d40>,128,0.75,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.53125,0.8148148148148148
271,<function selu at 0x7f362d382d40>,256,0.75,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.53125,0.8148148148148148
355,<function selu at 0x7f362d382d40>,128,0.65,1e-05,100,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.53125,0.8148148148148148
542,<function selu at 0x7f362d382d40>,128,0.75,0.001,250,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.53125,0.8148148148148148
557,<function selu at 0x7f362d382d40>,128,0.75,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.53125,0.8148148148148148
527,<function selu at 0x7f362d382d40>,128,0.75,0.001,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.53125,0.8148148148148148
270,<function selu at 0x7f362d382d40>,256,0.75,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.53125,0.8148148148148148
354,<function selu at 0x7f362d382d40>,128,0.65,1e-05,100,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.53125,0.8148148148148148
515,<function selu at 0x7f362d382d40>,128,0.75,0.001,100,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5294117647058824,0.8024691358024691
76,<function selu at 0x7f362d382d40>,256,0.65,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5294117647058824,0.8024691358024691
77,<function selu at 0x7f362d382d40>,256,0.65,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5294117647058824,0.8024691358024691
534,<function selu at 0x7f362d382d40>,128,0.75,0.001,200,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5277777777777778,0.7901234567901234
87,<function selu at 0x7f362d382d40>,256,0.65,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5245901639344263,0.8209876543209876
190,<function selu at 0x7f362d382d40>,256,0.7,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5245901639344263,0.8209876543209876
86,<function selu at 0x7f362d382d40>,256,0.65,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5245901639344263,0.8209876543209876
559,<function selu at 0x7f362d382d40>,128,0.75,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5245901639344263,0.8209876543209876
558,<function selu at 0x7f362d382d40>,128,0.75,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5245901639344263,0.8209876543209876
183,<function selu at 0x7f362d382d40>,256,0.7,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5245901639344263,0.8209876543209876
182,<function selu at 0x7f362d382d40>,256,0.7,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5245901639344263,0.8209876543209876
551,<function selu at 0x7f362d382d40>,128,0.75,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5245901639344263,0.8209876543209876
550,<function selu at 0x7f362d382d40>,128,0.75,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5245901639344263,0.8209876543209876
455,<function selu at 0x7f362d382d40>,128,0.7,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5245901639344263,0.8209876543209876
454,<function selu at 0x7f362d382d40>,128,0.7,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5245901639344263,0.8209876543209876
191,<function selu at 0x7f362d382d40>,256,0.7,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5245901639344263,0.8209876543209876
82,<function selu at 0x7f362d382d40>,256,0.65,1e-05,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5230769230769231,0.808641975308642
83,<function selu at 0x7f362d382d40>,256,0.65,1e-05,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5230769230769231,0.808641975308642
562,<function selu at 0x7f362d382d40>,128,0.75,1e-05,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5230769230769231,0.808641975308642
563,<function selu at 0x7f362d382d40>,128,0.75,1e-05,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5230769230769231,0.808641975308642
246,<function selu at 0x7f362d382d40>,256,0.75,0.001,200,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5217391304347826,0.7962962962962963
343,<function selu at 0x7f362d382d40>,128,0.65,0.001,200,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5194805194805194,0.7716049382716049
188,<function selu at 0x7f362d382d40>,256,0.7,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5151515151515151,0.8024691358024691
187,<function selu at 0x7f362d382d40>,256,0.7,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5151515151515151,0.8024691358024691
186,<function selu at 0x7f362d382d40>,256,0.7,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5151515151515151,0.8024691358024691
189,<function selu at 0x7f362d382d40>,256,0.7,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5151515151515151,0.8024691358024691
167,<function selu at 0x7f362d382d40>,256,0.7,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5151515151515151,0.8024691358024691
93,<function selu at 0x7f362d382d40>,256,0.65,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5151515151515151,0.8024691358024691
263,<function selu at 0x7f362d382d40>,256,0.75,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5151515151515151,0.8024691358024691
92,<function selu at 0x7f362d382d40>,256,0.65,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5151515151515151,0.8024691358024691
85,<function selu at 0x7f362d382d40>,256,0.65,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5151515151515151,0.8024691358024691
84,<function selu at 0x7f362d382d40>,256,0.65,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5151515151515151,0.8024691358024691
166,<function selu at 0x7f362d382d40>,256,0.7,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5151515151515151,0.8024691358024691
262,<function selu at 0x7f362d382d40>,256,0.75,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5151515151515151,0.8024691358024691
34,<function selu at 0x7f362d382d40>,256,0.65,0.001,100,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5128205128205128,0.7654320987654321
339,<function selu at 0x7f362d382d40>,128,0.65,0.001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.509090909090909,0.8333333333333334
380,<function selu at 0x7f362d382d40>,128,0.65,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5084745762711864,0.8209876543209876
381,<function selu at 0x7f362d382d40>,128,0.65,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5084745762711864,0.8209876543209876
378,<function selu at 0x7f362d382d40>,128,0.65,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5084745762711864,0.8209876543209876
379,<function selu at 0x7f362d382d40>,128,0.65,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5084745762711864,0.8209876543209876
358,<function selu at 0x7f362d382d40>,128,0.65,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5084745762711864,0.8209876543209876
359,<function selu at 0x7f362d382d40>,128,0.65,1e-05,100,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5084745762711864,0.8209876543209876
180,<function selu at 0x7f362d382d40>,256,0.7,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5074626865671642,0.7962962962962963
472,<function selu at 0x7f362d382d40>,128,0.7,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5074626865671642,0.7962962962962963
451,<function selu at 0x7f362d382d40>,128,0.7,1e-05,100,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5074626865671642,0.7962962962962963
450,<function selu at 0x7f362d382d40>,128,0.7,1e-05,100,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5074626865671642,0.7962962962962963
473,<function selu at 0x7f362d382d40>,128,0.7,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5074626865671642,0.7962962962962963
369,<function selu at 0x7f362d382d40>,128,0.65,1e-05,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5074626865671642,0.7962962962962963
285,<function selu at 0x7f362d382d40>,256,0.75,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5074626865671642,0.7962962962962963
368,<function selu at 0x7f362d382d40>,128,0.65,1e-05,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5074626865671642,0.7962962962962963
181,<function selu at 0x7f362d382d40>,256,0.7,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5074626865671642,0.7962962962962963
284,<function selu at 0x7f362d382d40>,256,0.75,1e-05,250,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5074626865671642,0.7962962962962963
35,<function selu at 0x7f362d382d40>,256,0.65,0.001,100,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5070422535211268,0.7839506172839507
277,<function selu at 0x7f362d382d40>,256,0.75,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.5070422535211268,0.7839506172839507
276,<function selu at 0x7f362d382d40>,256,0.75,1e-05,200,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.5070422535211268,0.7839506172839507
342,<function selu at 0x7f362d382d40>,128,0.65,0.001,200,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5,0.8271604938271605
523,<function selu at 0x7f362d382d40>,128,0.75,0.001,150,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5,0.7901234567901234
227,<function selu at 0x7f362d382d40>,256,0.75,0.001,100,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5,0.8148148148148148
47,<function selu at 0x7f362d382d40>,256,0.65,0.001,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5,0.7777777777777778
554,<function selu at 0x7f362d382d40>,128,0.75,1e-05,150,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5,0.7901234567901234
335,<function selu at 0x7f362d382d40>,128,0.65,0.001,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5,0.7654320987654321
50,<function selu at 0x7f362d382d40>,256,0.65,0.001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.5,0.8024691358024691
351,<function selu at 0x7f362d382d40>,128,0.65,0.001,250,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5,0.7530864197530864
555,<function selu at 0x7f362d382d40>,128,0.75,1e-05,150,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.5,0.7901234567901234
247,<function selu at 0x7f362d382d40>,256,0.75,0.001,200,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.4935064935064935,0.7592592592592593
170,<function selu at 0x7f362d382d40>,256,0.7,1e-05,150,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.4931506849315068,0.7716049382716049
171,<function selu at 0x7f362d382d40>,256,0.7,1e-05,150,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.4931506849315068,0.7716049382716049
465,<function selu at 0x7f362d382d40>,128,0.7,1e-05,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.4931506849315068,0.7716049382716049
172,<function selu at 0x7f362d382d40>,256,0.7,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.4931506849315068,0.7716049382716049
464,<function selu at 0x7f362d382d40>,128,0.7,1e-05,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0001,0.4931506849315068,0.7716049382716049
173,<function selu at 0x7f362d382d40>,256,0.7,1e-05,150,"[5000, 2500, 1000]",<class 'torch.optim.adamw.AdamW'>,50,0,0.0,0.4931506849315068,0.7716049382716049
239,<function selu at 0x7f362d382d40>,256,0.75,0.001,150,"[5000, 2500, 1000]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.4931506849315068,0.7716049382716049
282,<function selu at 0x7f362d382d40>,256,0.75,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0001,0.4931506849315068,0.7716049382716049
283,<function selu at 0x7f362d382d40>,256,0.75,1e-05,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.4931506849315068,0.7716049382716049
179,<function selu at 0x7f362d382d40>,256,0.7,1e-05,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.rmsprop.RMSprop'>,50,0,0.0,0.4927536231884058,0.7839506172839507
