,act_fun,batch_size,dropout_frac,lr,n_epochs,neuron_layers,optimizer,patience,tol,weight_decay,F1,Acc
223,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45901639344262296,0.7962962962962963
8,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,250,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45901639344262296,0.7962962962962963
9,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,250,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45901639344262296,0.7962962962962963
292,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.0001,200,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45901639344262296,0.7962962962962963
228,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45901639344262296,0.7962962962962963
293,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.0001,200,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45901639344262296,0.7962962962962963
617,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.001,300,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45714285714285713,0.7654320987654321
616,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.001,300,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45714285714285713,0.7654320987654321
390,<function selu at 0x7f5bf5c0bba0>,128,0.8,0.001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45714285714285713,0.7654320987654321
391,<function selu at 0x7f5bf5c0bba0>,128,0.8,0.001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45714285714285713,0.7654320987654321
307,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.0001,350,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45161290322580644,0.7901234567901234
15,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45161290322580644,0.7901234567901234
506,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,200,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45161290322580644,0.7901234567901234
507,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,200,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45161290322580644,0.7901234567901234
590,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.0001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45161290322580644,0.7901234567901234
591,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.0001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45161290322580644,0.7901234567901234
592,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.0001,300,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45161290322580644,0.7901234567901234
593,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.0001,300,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45161290322580644,0.7901234567901234
14,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45161290322580644,0.7901234567901234
509,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,200,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45161290322580644,0.7901234567901234
596,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.0001,350,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45161290322580644,0.7901234567901234
597,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.0001,350,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45161290322580644,0.7901234567901234
450,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,350,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45161290322580644,0.7901234567901234
444,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45161290322580644,0.7901234567901234
445,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45161290322580644,0.7901234567901234
217,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45161290322580644,0.7901234567901234
216,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45161290322580644,0.7901234567901234
508,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,200,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45161290322580644,0.7901234567901234
451,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,350,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45161290322580644,0.7901234567901234
306,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.0001,350,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45161290322580644,0.7901234567901234
305,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.0001,300,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45161290322580644,0.7901234567901234
301,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.0001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45161290322580644,0.7901234567901234
304,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.0001,300,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45161290322580644,0.7901234567901234
300,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.0001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45161290322580644,0.7901234567901234
263,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.001,350,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4507042253521127,0.7592592592592593
262,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.001,350,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4507042253521127,0.7592592592592593
410,<function selu at 0x7f5bf5c0bba0>,128,0.8,0.01,200,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.45,0.7283950617283951
411,<function selu at 0x7f5bf5c0bba0>,128,0.8,0.01,200,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.45,0.7283950617283951
225,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,250,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4482758620689655,0.8024691358024691
367,<function selu at 0x7f5bf5c0bba0>,128,0.8,0.0001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4482758620689655,0.8024691358024691
231,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4482758620689655,0.8024691358024691
224,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,250,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4482758620689655,0.8024691358024691
366,<function selu at 0x7f5bf5c0bba0>,128,0.8,0.0001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4482758620689655,0.8024691358024691
372,<function selu at 0x7f5bf5c0bba0>,128,0.8,0.0001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4482758620689655,0.8024691358024691
373,<function selu at 0x7f5bf5c0bba0>,128,0.8,0.0001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4482758620689655,0.8024691358024691
230,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4482758620689655,0.8024691358024691
236,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,350,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4482758620689655,0.8024691358024691
237,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,350,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4482758620689655,0.8024691358024691
610,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.001,250,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.44776119402985076,0.7716049382716049
535,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.44776119402985076,0.7716049382716049
534,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.44776119402985076,0.7716049382716049
611,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.001,250,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.44776119402985076,0.7716049382716049
5,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,200,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4444444444444444,0.7839506172839507
439,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4444444444444444,0.7839506172839507
89,<function selu at 0x7f5bf5c0bba0>,256,0.75,0.0001,300,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4444444444444444,0.7839506172839507
88,<function selu at 0x7f5bf5c0bba0>,256,0.75,0.0001,300,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4444444444444444,0.7839506172839507
438,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4444444444444444,0.7839506172839507
23,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,350,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4444444444444444,0.7839506172839507
22,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,350,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4444444444444444,0.7839506172839507
16,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,300,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4444444444444444,0.7839506172839507
17,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,300,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4444444444444444,0.7839506172839507
4,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,200,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4444444444444444,0.7839506172839507
385,<function selu at 0x7f5bf5c0bba0>,128,0.8,0.001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4411764705882353,0.7654320987654321
471,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4411764705882353,0.7654320987654321
384,<function selu at 0x7f5bf5c0bba0>,128,0.8,0.001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4411764705882353,0.7654320987654321
470,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4411764705882353,0.7654320987654321
1,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4406779661016949,0.7962962962962963
525,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,350,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4406779661016949,0.7962962962962963
505,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4406779661016949,0.7962962962962963
524,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,350,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4406779661016949,0.7962962962962963
504,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4406779661016949,0.7962962962962963
0,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4406779661016949,0.7962962962962963
440,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,250,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4406779661016949,0.7962962962962963
90,<function selu at 0x7f5bf5c0bba0>,256,0.75,0.0001,350,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4406779661016949,0.7962962962962963
91,<function selu at 0x7f5bf5c0bba0>,256,0.75,0.0001,350,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4406779661016949,0.7962962962962963
6,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4406779661016949,0.7962962962962963
7,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.0001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4406779661016949,0.7962962962962963
435,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,200,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4406779661016949,0.7962962962962963
434,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,200,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4406779661016949,0.7962962962962963
441,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,250,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4406779661016949,0.7962962962962963
146,<function selu at 0x7f5bf5c0bba0>,256,0.8,0.0001,200,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43902439024390244,0.7160493827160493
147,<function selu at 0x7f5bf5c0bba0>,256,0.8,0.0001,200,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43902439024390244,0.7160493827160493
612,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4375,0.7777777777777778
542,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4375,0.7777777777777778
543,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4375,0.7777777777777778
135,<function selu at 0x7f5bf5c0bba0>,256,0.75,0.01,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4375,0.7777777777777778
613,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4375,0.7777777777777778
134,<function selu at 0x7f5bf5c0bba0>,256,0.75,0.01,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4375,0.7777777777777778
624,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.01,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43636363636363634,0.808641975308642
625,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.01,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43636363636363634,0.808641975308642
409,<function selu at 0x7f5bf5c0bba0>,128,0.8,0.01,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43478260869565216,0.7592592592592593
618,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.001,350,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43478260869565216,0.7592592592592593
408,<function selu at 0x7f5bf5c0bba0>,128,0.8,0.01,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43478260869565216,0.7592592592592593
619,<function selu at 0x7f5bf5c0bba0>,64,0.8,0.001,350,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43478260869565216,0.7592592592592593
205,<function selu at 0x7f5bf5c0bba0>,256,0.8,0.01,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43478260869565216,0.8395061728395061
204,<function selu at 0x7f5bf5c0bba0>,256,0.8,0.01,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43478260869565216,0.8395061728395061
511,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43333333333333335,0.7901234567901234
517,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43333333333333335,0.7901234567901234
84,<function selu at 0x7f5bf5c0bba0>,256,0.75,0.0001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43333333333333335,0.7901234567901234
85,<function selu at 0x7f5bf5c0bba0>,256,0.75,0.0001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43333333333333335,0.7901234567901234
452,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,350,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43333333333333335,0.7901234567901234
514,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,250,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43333333333333335,0.7901234567901234
513,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,250,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43333333333333335,0.7901234567901234
515,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,250,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43333333333333335,0.7901234567901234
512,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,250,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43333333333333335,0.7901234567901234
453,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,350,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43333333333333335,0.7901234567901234
516,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,300,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43333333333333335,0.7901234567901234
447,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43333333333333335,0.7901234567901234
446,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43333333333333335,0.7901234567901234
288,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.0001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43333333333333335,0.7901234567901234
510,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43333333333333335,0.7901234567901234
289,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.0001,200,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43333333333333335,0.7901234567901234
245,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.001,200,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43243243243243246,0.7407407407407407
198,<function selu at 0x7f5bf5c0bba0>,256,0.8,0.01,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43243243243243246,0.7407407407407407
44,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.001,350,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43243243243243246,0.7407407407407407
199,<function selu at 0x7f5bf5c0bba0>,256,0.8,0.01,250,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43243243243243246,0.7407407407407407
244,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.001,200,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.43243243243243246,0.7407407407407407
45,<function selu at 0x7f5bf5c0bba0>,256,0.7,0.001,350,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.43243243243243246,0.7407407407407407
123,<function selu at 0x7f5bf5c0bba0>,256,0.75,0.01,200,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4307692307692308,0.7716049382716049
122,<function selu at 0x7f5bf5c0bba0>,256,0.75,0.01,200,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4307692307692308,0.7716049382716049
332,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.001,350,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.42857142857142855,0.7530864197530864
333,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.001,350,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.42857142857142855,0.7530864197530864
520,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,300,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4262295081967213,0.7839506172839507
521,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,300,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4262295081967213,0.7839506172839507
519,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4262295081967213,0.7839506172839507
523,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,350,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4262295081967213,0.7839506172839507
226,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,250,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4262295081967213,0.7839506172839507
227,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,250,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4262295081967213,0.7839506172839507
518,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,300,"[5000, 2500, 1000, 250, 125]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4262295081967213,0.7839506172839507
522,<function selu at 0x7f5bf5c0bba0>,64,0.75,0.0001,350,"[5000, 2500, 1000, 250]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4262295081967213,0.7839506172839507
454,<function selu at 0x7f5bf5c0bba0>,64,0.7,0.0001,350,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4262295081967213,0.7839506172839507
238,<function selu at 0x7f5bf5c0bba0>,128,0.7,0.0001,350,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,0.0,0.0001,0.4262295081967213,0.7839506172839507
311,<function selu at 0x7f5bf5c0bba0>,128,0.75,0.0001,350,"[5000, 2500, 1000, 250, 50]",<class 'torch.optim.adamw.AdamW'>,50,1e-05,0.0001,0.4262295081967213,0.7839506172839507
