,act_fun,batch_size,dropout_frac,n_epochs,neuron_layers,optimizer,patience,tol,weight_decay,F1,Acc
4,<function selu at 0x7ffb5a5c7420>,512,0.4,450,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8494964028776978,0.8174520069808028
13,<function selu at 0x7ffb5a5c7420>,256,0.4,450,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8491812697500718,0.8167539267015707
8,<function selu at 0x7ffb5a5c7420>,512,0.5,350,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8491268250787289,0.8160558464223385
17,<function selu at 0x7ffb5a5c7420>,256,0.5,350,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8490077653149266,0.8167539267015707
2,<function selu at 0x7ffb5a5c7420>,512,0.45,350,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8487106017191977,0.8157068062827225
10,<function selu at 0x7ffb5a5c7420>,256,0.45,450,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8486936548952053,0.8160558464223385
14,<function selu at 0x7ffb5a5c7420>,256,0.4,350,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8484149855907781,0.8164048865619546
16,<function selu at 0x7ffb5a5c7420>,256,0.5,450,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8482758620689655,0.8157068062827225
12,<function selu at 0x7ffb5a5c7420>,256,0.4,300,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.848188614146061,0.8157068062827225
18,<function selu at 0x7ffb5a5c7420>,128,0.45,300,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8481012658227848,0.8157068062827225
9,<function selu at 0x7ffb5a5c7420>,256,0.45,300,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8481012658227848,0.8157068062827225
15,<function selu at 0x7ffb5a5c7420>,256,0.5,300,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8477886272257323,0.8150087260034904
26,<function selu at 0x7ffb5a5c7420>,128,0.5,350,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8477011494252874,0.8150087260034904
6,<function selu at 0x7ffb5a5c7420>,512,0.5,300,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.847651775486827,0.8143106457242583
21,<function selu at 0x7ffb5a5c7420>,128,0.4,300,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8475258918296893,0.8150087260034904
20,<function selu at 0x7ffb5a5c7420>,128,0.45,350,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8473699338890486,0.8146596858638744
24,<function selu at 0x7ffb5a5c7420>,128,0.5,300,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8473502304147466,0.8150087260034904
22,<function selu at 0x7ffb5a5c7420>,128,0.4,450,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8472622478386167,0.8150087260034904
25,<function selu at 0x7ffb5a5c7420>,128,0.5,450,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8471062482004031,0.8146596858638744
23,<function selu at 0x7ffb5a5c7420>,128,0.4,350,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8470385278895918,0.8143106457242583
19,<function selu at 0x7ffb5a5c7420>,128,0.45,450,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8470181503889369,0.8146596858638744
0,<function selu at 0x7ffb5a5c7420>,512,0.45,300,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8469914040114613,0.8136125654450261
3,<function selu at 0x7ffb5a5c7420>,512,0.4,300,"[7500, 3750]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.8468365302032637,0.8132635253054101
