,act_fun,batch_size,dropout_frac,lr,n_epochs,neuron_layers,optimizer,patience,tol,weight_decay,F1,Acc
332,<function selu at 0x7f0851e9d800>,128,0.0,0.001,600,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
328,<function selu at 0x7f0851e9d800>,128,0.0,0.001,600,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
282,<function selu at 0x7f0851e9d800>,256,0.6,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
342,<function selu at 0x7f0851e9d800>,128,0.0,1e-05,200,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
384,<function selu at 0x7f0851e9d800>,128,0.2,0.001,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
283,<function selu at 0x7f0851e9d800>,256,0.6,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
286,<function selu at 0x7f0851e9d800>,256,0.6,1e-05,600,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
419,<function selu at 0x7f0851e9d800>,128,0.2,1e-05,400,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
418,<function selu at 0x7f0851e9d800>,128,0.2,1e-05,400,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
415,<function selu at 0x7f0851e9d800>,128,0.2,1e-05,200,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
414,<function selu at 0x7f0851e9d800>,128,0.2,1e-05,200,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
324,<function selu at 0x7f0851e9d800>,128,0.0,0.001,400,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
266,<function selu at 0x7f0851e9d800>,256,0.6,1e-05,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
264,<function selu at 0x7f0851e9d800>,256,0.6,1e-05,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
400,<function selu at 0x7f0851e9d800>,128,0.2,0.001,600,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
262,<function selu at 0x7f0851e9d800>,256,0.6,0.001,600,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
312,<function selu at 0x7f0851e9d800>,128,0.0,0.001,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
392,<function selu at 0x7f0851e9d800>,128,0.2,0.001,400,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
241,<function selu at 0x7f0851e9d800>,256,0.6,0.001,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
244,<function selu at 0x7f0851e9d800>,256,0.6,0.001,200,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
245,<function selu at 0x7f0851e9d800>,256,0.6,0.001,200,"[7500, 2500]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
246,<function selu at 0x7f0851e9d800>,256,0.6,0.001,200,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
247,<function selu at 0x7f0851e9d800>,256,0.6,0.001,200,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
339,<function selu at 0x7f0851e9d800>,128,0.0,1e-05,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
338,<function selu at 0x7f0851e9d800>,128,0.0,1e-05,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
411,<function selu at 0x7f0851e9d800>,128,0.2,1e-05,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
320,<function selu at 0x7f0851e9d800>,128,0.0,0.001,400,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
396,<function selu at 0x7f0851e9d800>,128,0.2,0.001,400,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
254,<function selu at 0x7f0851e9d800>,256,0.6,0.001,400,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
427,<function selu at 0x7f0851e9d800>,128,0.2,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
388,<function selu at 0x7f0851e9d800>,128,0.2,0.001,200,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
426,<function selu at 0x7f0851e9d800>,128,0.2,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
260,<function selu at 0x7f0851e9d800>,256,0.6,0.001,600,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
252,<function selu at 0x7f0851e9d800>,256,0.6,0.001,400,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
176,<function selu at 0x7f0851e9d800>,256,0.4,0.001,400,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
190,<function selu at 0x7f0851e9d800>,256,0.4,0.001,600,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
100,<function selu at 0x7f0851e9d800>,256,0.2,0.001,200,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
58,<function selu at 0x7f0851e9d800>,256,0.0,1e-05,400,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
59,<function selu at 0x7f0851e9d800>,256,0.0,1e-05,400,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
62,<function selu at 0x7f0851e9d800>,256,0.0,1e-05,400,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
540,<function selu at 0x7f0851e9d800>,128,0.6,0.001,400,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
66,<function selu at 0x7f0851e9d800>,256,0.0,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
67,<function selu at 0x7f0851e9d800>,256,0.0,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
70,<function selu at 0x7f0851e9d800>,256,0.0,1e-05,600,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
77,<function selu at 0x7f0851e9d800>,256,0.2,0.0001,200,"[7500, 2500]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
532,<function selu at 0x7f0851e9d800>,128,0.6,0.001,200,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
188,<function selu at 0x7f0851e9d800>,256,0.4,0.001,600,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
97,<function selu at 0x7f0851e9d800>,256,0.2,0.001,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
101,<function selu at 0x7f0851e9d800>,256,0.2,0.001,200,"[7500, 2500]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
54,<function selu at 0x7f0851e9d800>,256,0.0,1e-05,200,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
102,<function selu at 0x7f0851e9d800>,256,0.2,0.001,200,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
103,<function selu at 0x7f0851e9d800>,256,0.2,0.001,200,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
104,<function selu at 0x7f0851e9d800>,256,0.2,0.001,400,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
105,<function selu at 0x7f0851e9d800>,256,0.2,0.001,400,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
506,<function selu at 0x7f0851e9d800>,128,0.6,0.0001,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
108,<function selu at 0x7f0851e9d800>,256,0.2,0.001,400,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
110,<function selu at 0x7f0851e9d800>,256,0.2,0.001,400,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
112,<function selu at 0x7f0851e9d800>,256,0.2,0.001,600,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
116,<function selu at 0x7f0851e9d800>,256,0.2,0.001,600,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
118,<function selu at 0x7f0851e9d800>,256,0.2,0.001,600,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
122,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
55,<function selu at 0x7f0851e9d800>,256,0.0,1e-05,200,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
51,<function selu at 0x7f0851e9d800>,256,0.0,1e-05,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
126,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,200,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
31,<function selu at 0x7f0851e9d800>,256,0.0,0.001,200,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
5,<function selu at 0x7f0851e9d800>,256,0.0,0.0001,200,"[7500, 2500]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
571,<function selu at 0x7f0851e9d800>,128,0.6,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
570,<function selu at 0x7f0851e9d800>,128,0.6,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
563,<function selu at 0x7f0851e9d800>,128,0.6,1e-05,400,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
562,<function selu at 0x7f0851e9d800>,128,0.6,1e-05,400,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
24,<function selu at 0x7f0851e9d800>,256,0.0,0.001,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
25,<function selu at 0x7f0851e9d800>,256,0.0,0.001,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
559,<function selu at 0x7f0851e9d800>,128,0.6,1e-05,200,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
28,<function selu at 0x7f0851e9d800>,256,0.0,0.001,200,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
29,<function selu at 0x7f0851e9d800>,256,0.0,0.001,200,"[7500, 2500]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
30,<function selu at 0x7f0851e9d800>,256,0.0,0.001,200,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
32,<function selu at 0x7f0851e9d800>,256,0.0,0.001,400,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
50,<function selu at 0x7f0851e9d800>,256,0.0,1e-05,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
33,<function selu at 0x7f0851e9d800>,256,0.0,0.001,400,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
558,<function selu at 0x7f0851e9d800>,128,0.6,1e-05,200,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
36,<function selu at 0x7f0851e9d800>,256,0.0,0.001,400,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
38,<function selu at 0x7f0851e9d800>,256,0.0,0.001,400,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
40,<function selu at 0x7f0851e9d800>,256,0.0,0.001,600,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
555,<function selu at 0x7f0851e9d800>,128,0.6,1e-05,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
554,<function selu at 0x7f0851e9d800>,128,0.6,1e-05,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
44,<function selu at 0x7f0851e9d800>,256,0.0,0.001,600,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
552,<function selu at 0x7f0851e9d800>,128,0.6,1e-05,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
46,<function selu at 0x7f0851e9d800>,256,0.0,0.001,600,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
548,<function selu at 0x7f0851e9d800>,128,0.6,0.001,600,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
123,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
96,<function selu at 0x7f0851e9d800>,256,0.2,0.001,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
486,<function selu at 0x7f0851e9d800>,128,0.4,1e-05,200,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
142,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,600,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
498,<function selu at 0x7f0851e9d800>,128,0.4,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
146,<function selu at 0x7f0851e9d800>,256,0.4,0.0001,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
174,<function selu at 0x7f0851e9d800>,256,0.4,0.001,200,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
182,<function selu at 0x7f0851e9d800>,256,0.4,0.001,400,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
180,<function selu at 0x7f0851e9d800>,256,0.4,0.001,400,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
491,<function selu at 0x7f0851e9d800>,128,0.4,1e-05,400,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
490,<function selu at 0x7f0851e9d800>,128,0.4,1e-05,400,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
487,<function selu at 0x7f0851e9d800>,128,0.4,1e-05,200,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
482,<function selu at 0x7f0851e9d800>,128,0.4,1e-05,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
177,<function selu at 0x7f0851e9d800>,256,0.4,0.001,400,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
175,<function selu at 0x7f0851e9d800>,256,0.4,0.001,200,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
168,<function selu at 0x7f0851e9d800>,256,0.4,0.001,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
169,<function selu at 0x7f0851e9d800>,256,0.4,0.001,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
483,<function selu at 0x7f0851e9d800>,128,0.4,1e-05,200,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
172,<function selu at 0x7f0851e9d800>,256,0.4,0.001,200,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
184,<function selu at 0x7f0851e9d800>,256,0.4,0.001,600,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
149,<function selu at 0x7f0851e9d800>,256,0.4,0.0001,200,"[7500, 2500]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
173,<function selu at 0x7f0851e9d800>,256,0.4,0.001,200,"[7500, 2500]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
139,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
138,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
127,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,200,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
130,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,400,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
476,<function selu at 0x7f0851e9d800>,128,0.4,0.001,600,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
131,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,400,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
134,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,400,[5000],<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
499,<function selu at 0x7f0851e9d800>,128,0.4,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
287,<function selu at 0x7f0851e9d800>,256,0.6,1e-05,600,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9780839073262367,0.9571603427172583
556,<function selu at 0x7f0851e9d800>,128,0.6,1e-05,200,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9780839073262367,0.9571603427172583
215,<function selu at 0x7f0851e9d800>,256,0.4,1e-05,600,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9780839073262367,0.9571603427172583
355,<function selu at 0x7f0851e9d800>,128,0.0,1e-05,600,"[4096, 2048, 1024, 512, 256, 128, 64, 32, 16, 8]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9780839073262367,0.9571603427172583
52,<function selu at 0x7f0851e9d800>,256,0.0,1e-05,200,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9780839073262367,0.9571603427172583
124,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,200,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9780839073262367,0.9571603427172583
268,<function selu at 0x7f0851e9d800>,256,0.6,1e-05,200,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9780839073262367,0.9571603427172583
196,<function selu at 0x7f0851e9d800>,256,0.4,1e-05,200,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9780839073262367,0.9571603427172583
71,<function selu at 0x7f0851e9d800>,256,0.0,1e-05,600,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9780839073262367,0.9571603427172583
265,<function selu at 0x7f0851e9d800>,256,0.6,1e-05,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9780839073262367,0.9571603427172583
143,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,600,[5000],<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9780839073262367,0.9571603427172583
533,<function selu at 0x7f0851e9d800>,128,0.6,0.001,200,"[7500, 2500]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9780839073262367,0.9571603427172583
484,<function selu at 0x7f0851e9d800>,128,0.4,1e-05,200,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9780564263322884,0.9571603427172583
385,<function selu at 0x7f0851e9d800>,128,0.2,0.001,200,"[4096, 2048, 2048, 512, 128]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9780288763339611,0.9571603427172583
485,<function selu at 0x7f0851e9d800>,128,0.4,1e-05,200,"[7500, 2500]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9780012570710245,0.9571603427172583
413,<function selu at 0x7f0851e9d800>,128,0.2,1e-05,200,"[7500, 2500]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9780012570710245,0.9571603427172583
140,<function selu at 0x7f0851e9d800>,256,0.2,1e-05,600,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9779458097038437,0.9571603427172583
212,<function selu at 0x7f0851e9d800>,256,0.4,1e-05,600,"[7500, 2500]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9779458097038437,0.9571603427172583
