,act_fun,batch_size,dropout_frac,n_epochs,neuron_layers,optimizer,patience,tol,weight_decay,F1,Acc
4,<function selu at 0x7f3016337060>,256,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.979746835443038,0.9608323133414932
157,<function elu at 0x7f3016336fc0>,64,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9796178343949045,0.9608323133414932
131,<function elu at 0x7f3016336fc0>,128,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9793362554790231,0.9596083231334149
140,<function elu at 0x7f3016336fc0>,128,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9793362554790231,0.9596083231334149
0,<function selu at 0x7f3016337060>,256,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9793362554790231,0.9596083231334149
10,<function selu at 0x7f3016337060>,256,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9793362554790231,0.9596083231334149
42,<function selu at 0x7f3016337060>,64,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9792583280955374,0.9596083231334149
3,<function selu at 0x7f3016337060>,256,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9790209790209791,0.9596083231334149
36,<function selu at 0x7f3016337060>,64,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9789674952198852,0.9596083231334149
155,<function elu at 0x7f3016336fc0>,64,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9787234042553191,0.9583843329253366
125,<function elu at 0x7f3016336fc0>,256,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9786967418546366,0.9583843329253366
25,<function selu at 0x7f3016337060>,128,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9786967418546366,0.9583843329253366
26,<function selu at 0x7f3016337060>,128,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9786432160804021,0.9583843329253366
9,<function selu at 0x7f3016337060>,256,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9786432160804021,0.9583843329253366
113,<function elu at 0x7f3016336fc0>,256,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
112,<function elu at 0x7f3016336fc0>,256,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
111,<function elu at 0x7f3016336fc0>,256,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
114,<function elu at 0x7f3016336fc0>,256,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
110,<function elu at 0x7f3016336fc0>,256,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
103,<built-in function gelu>,64,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
109,<function elu at 0x7f3016336fc0>,256,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
108,<function elu at 0x7f3016336fc0>,256,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
107,<built-in function gelu>,64,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
106,<built-in function gelu>,64,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
105,<built-in function gelu>,64,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
104,<built-in function gelu>,64,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
144,<function elu at 0x7f3016336fc0>,64,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
102,<built-in function gelu>,64,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
116,<function elu at 0x7f3016336fc0>,256,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
101,<built-in function gelu>,64,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
100,<built-in function gelu>,64,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
99,<built-in function gelu>,64,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
98,<built-in function gelu>,64,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
97,<built-in function gelu>,64,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
96,<built-in function gelu>,64,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
95,<built-in function gelu>,64,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
94,<built-in function gelu>,64,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
93,<built-in function gelu>,64,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
92,<built-in function gelu>,64,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
91,<built-in function gelu>,64,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
115,<function elu at 0x7f3016336fc0>,256,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
121,<function elu at 0x7f3016336fc0>,256,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
117,<function elu at 0x7f3016336fc0>,256,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
118,<function elu at 0x7f3016336fc0>,256,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
150,<function elu at 0x7f3016336fc0>,64,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
151,<function elu at 0x7f3016336fc0>,64,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
152,<function elu at 0x7f3016336fc0>,64,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
153,<function elu at 0x7f3016336fc0>,64,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
139,<function elu at 0x7f3016336fc0>,128,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
138,<function elu at 0x7f3016336fc0>,128,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
137,<function elu at 0x7f3016336fc0>,128,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
136,<function elu at 0x7f3016336fc0>,128,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
135,<function elu at 0x7f3016336fc0>,128,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
134,<function elu at 0x7f3016336fc0>,128,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
133,<function elu at 0x7f3016336fc0>,128,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
132,<function elu at 0x7f3016336fc0>,128,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
154,<function elu at 0x7f3016336fc0>,64,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
89,<built-in function gelu>,128,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
130,<function elu at 0x7f3016336fc0>,128,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
129,<function elu at 0x7f3016336fc0>,128,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
128,<function elu at 0x7f3016336fc0>,128,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
127,<function elu at 0x7f3016336fc0>,128,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
126,<function elu at 0x7f3016336fc0>,128,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
124,<function elu at 0x7f3016336fc0>,256,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
123,<function elu at 0x7f3016336fc0>,256,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
122,<function elu at 0x7f3016336fc0>,256,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
145,<function elu at 0x7f3016336fc0>,64,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
120,<function elu at 0x7f3016336fc0>,256,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
119,<function elu at 0x7f3016336fc0>,256,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
90,<built-in function gelu>,64,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
81,<built-in function gelu>,128,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
88,<built-in function gelu>,128,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
58,<built-in function gelu>,256,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
65,<built-in function gelu>,256,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
64,<built-in function gelu>,256,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
63,<built-in function gelu>,256,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
62,<built-in function gelu>,256,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
61,<built-in function gelu>,256,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
60,<built-in function gelu>,256,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
59,<built-in function gelu>,256,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
57,<built-in function gelu>,256,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
67,<built-in function gelu>,256,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
55,<built-in function gelu>,256,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
54,<built-in function gelu>,256,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
87,<built-in function gelu>,128,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
6,<function selu at 0x7f3016337060>,256,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
7,<function selu at 0x7f3016337060>,256,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
8,<function selu at 0x7f3016337060>,256,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
24,<function selu at 0x7f3016337060>,128,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
66,<built-in function gelu>,256,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
56,<built-in function gelu>,256,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
68,<built-in function gelu>,256,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
69,<built-in function gelu>,256,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
84,<built-in function gelu>,128,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
82,<built-in function gelu>,128,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
85,<built-in function gelu>,128,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
86,<built-in function gelu>,128,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
80,<built-in function gelu>,128,0.55,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
79,<built-in function gelu>,128,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
78,<built-in function gelu>,128,0.55,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
77,<built-in function gelu>,128,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
76,<built-in function gelu>,128,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
75,<built-in function gelu>,128,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
74,<built-in function gelu>,128,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
73,<built-in function gelu>,128,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
72,<built-in function gelu>,128,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
71,<built-in function gelu>,256,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
70,<built-in function gelu>,256,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
83,<built-in function gelu>,128,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9781113195747342,0.9571603427172583
14,<function selu at 0x7f3016337060>,256,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9777211966900063,0.9571603427172583
46,<function selu at 0x7f3016337060>,64,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9776357827476039,0.9571603427172583
30,<function selu at 0x7f3016337060>,128,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9769820971867008,0.95593635250918
